the_geom,schoolid,school_nam,route_numb,rt_num,shape_stle,combined_r
"{'type': 'MultiLineString', 'coordinates': [[[-87.65435458417197, 41.77415375367941], [-87.65434535531566, 41.7738192794092], [-87.6543345821862, 41.7734155846167], [-87.65432489476352, 41.77305492699758], [-87.6543191065635, 41.77278038098699], [-87.65430967298751, 41.77233294746288]], [[-87.65435458417197, 41.77415375367941], [-87.65375327497372, 41.774161328566976], [-87.65335083711686, 41.77416639599133], [-87.65314417937601, 41.774169658226114], [-87.65285396831855, 41.77417423854492], [-87.65253686556338, 41.77417826892264], [-87.65236261656327, 41.774180482904576], [-87.65211754514141, 41.77418359572552], [-87.65192987342466, 41.774187269071064], [-87.65176674322097, 41.77419046195826], [-87.65132530109142, 41.77419660990756], [-87.65114500014013, 41.7741991210483], [-87.65090865367247, 41.77420232811603], [-87.65071645863243, 41.774204942601536]], [[-87.6544020330975, 41.775973610926464], [-87.65439813055251, 41.7758160649964], [-87.65439203764709, 41.775586907921166], [-87.65437534681006, 41.774959079381915], [-87.65435771529448, 41.77426719379568], [-87.65435458417197, 41.77415375367941]], [[-87.6544020330975, 41.775973610926464], [-87.65380133014656, 41.77598071153045], [-87.6534471850883, 41.77598489624637], [-87.65319250721383, 41.77598813006781], [-87.65303593568514, 41.77599011838418], [-87.65258286534576, 41.77599722599387], [-87.65234335878426, 41.77600098360184], [-87.65210644949542, 41.776004698488514], [-87.65197739667906, 41.77600567356897], [-87.6518622289026, 41.77600654359385], [-87.65137058436189, 41.776013664299846], [-87.65106655258494, 41.77601806711126], [-87.65096795742683, 41.776019347982285], [-87.65076387836802, 41.77602216385944], [-87.65051611197111, 41.77602558226912], [-87.65033908142651, 41.77602828894411], [-87.65015867317695, 41.77603113012184], [-87.65007342481702, 41.77603247248554], [-87.64993581176903, 41.77603456302458], [-87.64954928531112, 41.77603979189108]], [[-87.65445162785038, 41.77779217745169], [-87.65444503245264, 41.777636412771535], [-87.65440599924585, 41.77613368092875], [-87.6544020330975, 41.775973610926464]], [[-87.65445162785038, 41.77779217745169], [-87.65427726724035, 41.77779618177073], [-87.65384609656594, 41.77780110356424], [-87.6534030175538, 41.77780615944327], [-87.65323963641104, 41.77780913053298], [-87.65302733859252, 41.77781299119973], [-87.65263374890836, 41.777818157989024], [-87.65232409142058, 41.77782222195916], [-87.65222640886627, 41.77782350391333], [-87.65202431173701, 41.77782729355057], [-87.65185058065818, 41.777830551523486], [-87.65141672628717, 41.777835679669856], [-87.65108390944334, 41.77783961273147], [-87.65099546751883, 41.77784073422982], [-87.65080997814812, 41.77784358495846]], [[-87.65450197444947, 41.779608430315186], [-87.65449905975767, 41.779455841383935], [-87.65449127286503, 41.779159377297624], [-87.65448823907344, 41.77904385983204], [-87.65447454858143, 41.778522609317505], [-87.65446639720301, 41.77824555201749], [-87.65446524692537, 41.7782064670391], [-87.65445642060718, 41.777905365309934], [-87.65445162785038, 41.77779217745169]], [[-87.65450197444947, 41.779608430315186], [-87.65433435702953, 41.779609810401816], [-87.65348515815407, 41.779623503926985], [-87.65328763567497, 41.779627890073144]], [[-87.65455002471516, 41.78142739620386], [-87.65453842857977, 41.78104110548097], [-87.65452319793425, 41.78047661364001], [-87.65451274050409, 41.78006529517033], [-87.65450453949674, 41.779742734538324], [-87.65450197444947, 41.779608430315186]]]}",609791,BASS,26,26,6956.05017023,
"{'type': 'MultiLineString', 'coordinates': [[[-87.63829660435226, 41.67785424556139], [-87.63804769122024, 41.67785635587034], [-87.63775078221303, 41.6778598282474], [-87.63730802093575, 41.67786466667527], [-87.63709282743311, 41.67786699712956], [-87.63684966484614, 41.677869629482466], [-87.63663666581284, 41.67787215245564], [-87.63639042965153, 41.67787447438457], [-87.63613555576568, 41.677876826220874], [-87.63588878402105, 41.67787969665414], [-87.63554020032858, 41.67788375099178], [-87.63534477592269, 41.67788585695861], [-87.63507583990665, 41.67788875310188], [-87.63492577550377, 41.67789036501794], [-87.634680893141, 41.67789353605915], [-87.63454359565011, 41.67789531422245], [-87.63436457295388, 41.677897188710844], [-87.63416900496193, 41.677899127937096], [-87.63376080789881, 41.67790312123192], [-87.63347471426317, 41.677906387285134]], [[-87.63347471426317, 41.677906387285134], [-87.6332591744131, 41.67790884800849], [-87.633021352794, 41.67791176320056], [-87.63282636512176, 41.67791411514777], [-87.63252930597253, 41.67791787474243], [-87.63227311778383, 41.677920240609936], [-87.63211232514028, 41.67792172578552], [-87.6319679360314, 41.677923149675344], [-87.63170449657567, 41.677925493432774], [-87.63147488320288, 41.677927549760554], [-87.63126233029162, 41.67792943433538], [-87.63106947642868, 41.677932247422454], [-87.63078762480012, 41.677936358346734], [-87.63065798651338, 41.677937953594004], [-87.6304623763653, 41.67794032563539], [-87.6302587487711, 41.677942784253496], [-87.63008880285378, 41.67794487327557], [-87.62986678242167, 41.677947214150365]], [[-87.63347471426317, 41.677906387285134], [-87.63347464272285, 41.67802306242469], [-87.63347785805118, 41.678138536673245], [-87.6334826880375, 41.678310937749686], [-87.63348452037431, 41.6783765932078], [-87.63348640635408, 41.67844417038498], [-87.63348717934929, 41.67847170125526], [-87.63349250660869, 41.67866161397683], [-87.63349785989088, 41.678853339298534], [-87.63350480169302, 41.67910130429331], [-87.63350655527984, 41.67916392230935], [-87.63351050275391, 41.6793048319874], [-87.63351787307855, 41.67956723612856], [-87.6335261733912, 41.67972230183134], [-87.63353105543051, 41.679813538289494], [-87.63353536256469, 41.67996005675413], [-87.6335412730037, 41.680157795403204], [-87.63354284347938, 41.680210825137614], [-87.63354480928521, 41.680277250303355], [-87.63354824071604, 41.680393192213785], [-87.6335565496425, 41.680673740900005], [-87.63356388484925, 41.680922450115595], [-87.6335678000236, 41.68105383092343], [-87.6335714560619, 41.68117653957509], [-87.63357844570173, 41.68141325371958], [-87.63358267306178, 41.68154353796385], [-87.63358895722766, 41.68173717674148], [-87.6335913938181, 41.6818197961303], [-87.63359629291647, 41.681985858901704], [-87.6335975724971, 41.68203027029594], [-87.63359774466144, 41.682036107549884], [-87.63359794466395, 41.682042922776354], [-87.6336051689833, 41.6822884754554], [-87.63361143619281, 41.682500650943446], [-87.63361844158379, 41.68273936845349], [-87.63362236958514, 41.68287268509452], [-87.63362585613021, 41.68299098715922], [-87.63363327280828, 41.68324241318729], [-87.63363727153018, 41.6833697607877], [-87.63364372388645, 41.68357528272076], [-87.63364841326711, 41.6837743580621], [-87.63365038413858, 41.6838584016734], [-87.63365479854899, 41.68404660785496], [-87.63366009509063, 41.68427079731724], [-87.63366543874925, 41.68449729200669], [-87.6336673954331, 41.68458031990277], [-87.63367024550918, 41.684700951817746], [-87.63367153648781, 41.684755626585776], [-87.63367786976225, 41.68502592671259], [-87.6336862290245, 41.685189603763725]], [[-87.6336862290245, 41.685189603763725], [-87.63397002499637, 41.68518731546656], [-87.63431860900367, 41.68518188929607], [-87.63460172390316, 41.68517749112993], [-87.63489468065325, 41.6851735356367], [-87.63499709478839, 41.685172151969695], [-87.63507625136732, 41.685171593904776], [-87.63530789227285, 41.68516712794557], [-87.63557329632764, 41.68516198865329], [-87.6358233980515, 41.68515675587533], [-87.63610850891831, 41.68515536794642], [-87.6365161643116, 41.68515338353852], [-87.63677364234613, 41.68515000496204], [-87.63706575876003, 41.68514587497268], [-87.63731230460932, 41.685142353325574]], [[-87.6336862290245, 41.685189603763725], [-87.63369514636582, 41.68536418949616], [-87.63370017619262, 41.685538512058066], [-87.63370420977027, 41.68564614260325], [-87.63370838458877, 41.68575747813062], [-87.63371796602587, 41.68599494886464], [-87.63373129826192, 41.68635607499272], [-87.63374009643458, 41.68660166407463], [-87.63374811855148, 41.68684793450373], [-87.63375368915455, 41.68700706205932]]]}",609808,HALEY,21,21,6611.0777454,
"{'type': 'MultiLineString', 'coordinates': [[[-87.66139078524132, 41.764942872484255], [-87.66122767246198, 41.764946105960675], [-87.66077021329869, 41.764953418398775], [-87.66057972195142, 41.76495632951412], [-87.66042743230547, 41.76495865644381], [-87.6601786664324, 41.76496102658847], [-87.66002792539852, 41.7649624626035], [-87.65920303759502, 41.76497639612036], [-87.65896728471841, 41.76498085049744], [-87.65876191538715, 41.76498473009036], [-87.65796779533947, 41.76499729847153], [-87.65776151593944, 41.76499930538266], [-87.65753525697905, 41.76500150592678], [-87.65735045844315, 41.765003500696224], [-87.65719300520631, 41.76500520052031], [-87.65716165986424, 41.765005743535], [-87.6567108292976, 41.765013558709526], [-87.65653976770231, 41.76501626422656], [-87.65635939404653, 41.76501911719984], [-87.65593383616645, 41.765025187484675], [-87.65550989235179, 41.765031233302615], [-87.65532796722371, 41.76503511811837], [-87.65517962731926, 41.76503828522757], [-87.65472186327035, 41.76504667741899], [-87.65430552575313, 41.76505430873482], [-87.65411569770502, 41.76505710320696]], [[-87.65411569770502, 41.76505710320696], [-87.65390654451483, 41.76506018284273], [-87.65305464346002, 41.765070290311144], [-87.65289742742893, 41.76507148235119], [-87.65273362904367, 41.7650727252187], [-87.65245888307818, 41.76507757089193], [-87.65245195648492, 41.765077422699804], [-87.65229844349685, 41.76508018088117], [-87.65198561386593, 41.76508579996515], [-87.65168929935885, 41.76509176828342], [-87.65141304720285, 41.765097331809365], [-87.6510862721435, 41.765102719812944], [-87.65107894945629, 41.76510284019386], [-87.65075860346288, 41.76510777114618], [-87.65047464553088, 41.76511123561702], [-87.65002646729448, 41.76511670118917], [-87.64987174746628, 41.76511893484489], [-87.64970737170354, 41.765121307115315], [-87.64946739467125, 41.765124242072226], [-87.64926709459282, 41.76512788726466], [-87.64889927511436, 41.76513458047592], [-87.64847451620264, 41.76514126984097], [-87.64805543814599, 41.76514751973197]], [[-87.65411569770502, 41.76505710320696], [-87.65414350640869, 41.76611811157044], [-87.65416110878985, 41.766763866315394], [-87.65416344795511, 41.766872070816], [-87.65416559217043, 41.76697127958149], [-87.65418399035701, 41.76768756760173], [-87.65420682789943, 41.7685737541537], [-87.65421109878689, 41.76869277793798], [-87.6542165734883, 41.76884533277044], [-87.65422529362372, 41.76917640097477], [-87.65425735481587, 41.77039379615693], [-87.65426142077632, 41.77051436280484]], [[-87.64805543814599, 41.76514751973197], [-87.6476752317697, 41.765153187962106], [-87.64714188730792, 41.76516103583424], [-87.64684135846552, 41.76516528100453], [-87.64623526586192, 41.76517383971516], [-87.64595524099003, 41.76517866887399], [-87.64563054941135, 41.76518381252622], [-87.64522223175972, 41.76519028035459], [-87.64503148248691, 41.7651930074781], [-87.6446242924763, 41.76519882717675], [-87.6444129622212, 41.765202758827165]], [[-87.64805543814599, 41.76514751973197], [-87.64806011042482, 41.76524977881406], [-87.64806397726134, 41.765409986468214], [-87.6480685475214, 41.76559902329111], [-87.64807049334556, 41.765679488231584], [-87.64807480925474, 41.765859429907934], [-87.64808031462057, 41.766089544844306], [-87.64808489283764, 41.76627942262681], [-87.64809081676815, 41.76652875008872], [-87.6480940530189, 41.766669002905324], [-87.64809744851337, 41.76681847723778], [-87.64810107836315, 41.76696751538994], [-87.64811105550928, 41.76737233095376], [-87.64812347284412, 41.767851970901816], [-87.64813229914988, 41.76841682899242], [-87.64814030432757, 41.76878399952819]]]}",610223,WENTWORTH,22,22,7947.31176709,
"{'type': 'MultiLineString', 'coordinates': [[[-87.64702376216074, 41.77243972999083], [-87.64674470287964, 41.77244455148152], [-87.64641389059074, 41.77244784288437], [-87.6462618837866, 41.77244934867602], [-87.64581289270616, 41.77245493691912], [-87.6453907405479, 41.77246018982619], [-87.6452181870739, 41.77246217444037], [-87.64504551210511, 41.772464159868164], [-87.64479811991731, 41.77246904389516], [-87.64459718078139, 41.77247247899609], [-87.64431317399297, 41.772477333346494], [-87.64404444389679, 41.77248222553082], [-87.64397099128148, 41.77248338564588], [-87.64373975283947, 41.77248703809445], [-87.64347841488937, 41.772489777353286], [-87.64325691121768, 41.772493889743224], [-87.64321558783996, 41.772494657125904], [-87.64289878689642, 41.77250053816832], [-87.64261301668117, 41.77250516613324], [-87.64252952753873, 41.77250651798484], [-87.64230927444778, 41.772510084147925], [-87.64215930950812, 41.77251261239496], [-87.64196688644002, 41.77251584562955], [-87.64177684807515, 41.77251888311321], [-87.64141059311221, 41.77252473606133], [-87.64126030215482, 41.77252704148397], [-87.64101361704762, 41.772530771862925], [-87.64086449806766, 41.77253302710762], [-87.64067701522863, 41.77253708837571], [-87.64051167869553, 41.77254066974984], [-87.64045822018107, 41.77254149981327], [-87.64029636939445, 41.77254483539408], [-87.64008945409931, 41.77254909990518], [-87.6400827810464, 41.772549237009024], [-87.63984440476172, 41.772554152165156], [-87.63976644265917, 41.7725542217499], [-87.63968119311978, 41.77255429680204], [-87.63965018147158, 41.772554324743375], [-87.63952284012343, 41.7725563766053], [-87.6394470521684, 41.77255759895544], [-87.63942477420181, 41.77255756974137], [-87.63922269925494, 41.77255731332172], [-87.63895645784967, 41.77256602345174], [-87.63873265601521, 41.77256850158727]], [[-87.63873265601521, 41.77256850158727], [-87.63874451716708, 41.77273362588264], [-87.63874853940098, 41.772894355855044], [-87.63875167854158, 41.77302077687641], [-87.63875331744222, 41.77308681447644], [-87.6387563514481, 41.77320659382373], [-87.63876020339254, 41.773359254653215], [-87.6387629904639, 41.773465915199495], [-87.63876565226713, 41.77356779949252], [-87.6387695089836, 41.77372002096689], [-87.6387717451867, 41.77380840092827], [-87.63877639029381, 41.7739929004594], [-87.63877928063714, 41.77410548866813], [-87.6387829292241, 41.7742499153799], [-87.638786177911, 41.77437109695588], [-87.63909320306583, 41.77436729844313], [-87.63932325565357, 41.77436317190768], [-87.63942389689444, 41.7743618818733], [-87.63957071764067, 41.77435999998044], [-87.63966882910007, 41.77435874217367], [-87.63969141422236, 41.7743584526688], [-87.63982982929902, 41.77435831050368], [-87.63990514756844, 41.77435823392526], [-87.64012595099362, 41.774355092568854], [-87.64026920604469, 41.7743530478124], [-87.64039774965877, 41.774351929748406], [-87.6407249485749, 41.774348142308874], [-87.64111473416746, 41.774343628119865], [-87.641218439635, 41.77434226043848], [-87.64158607134202, 41.77433741130505], [-87.64184294579844, 41.77433459457672], [-87.64206777344427, 41.77433213277039], [-87.64231350226314, 41.77432938478025], [-87.6425589213868, 41.7743280344575], [-87.64266419311645, 41.77432641378474], [-87.64302682298614, 41.774320829492154], [-87.64318041848497, 41.77431863525404], [-87.64319603763128, 41.77431841215629], [-87.64324381412884, 41.7743177294634], [-87.6432621098429, 41.774317468412704], [-87.6433315544488, 41.77431654038394], [-87.64364423500616, 41.77431280959093], [-87.64385329937305, 41.774310315383545], [-87.64406933189775, 41.774307659121064], [-87.64410929798305, 41.774307165102385], [-87.64423663515637, 41.774305589827904], [-87.64464427192517, 41.77429532741614]], [[-87.63873265601521, 41.77256850158727], [-87.6383986534956, 41.77257220079659], [-87.63824972517506, 41.77257382445029], [-87.63804742077762, 41.77257888478564], [-87.63800818384597, 41.772579892512994], [-87.63774573883227, 41.77258663572496], [-87.63749979415911, 41.772589702178266], [-87.63727432061037, 41.77259260492082], [-87.63722388397018, 41.77264832315561], [-87.63708890708216, 41.772763286664926], [-87.63699231276159, 41.772851122608444], [-87.63692018678363, 41.77292039016912], [-87.63690133956256, 41.77293775725401], [-87.63687053253287, 41.77297955775374], [-87.63684905477257, 41.773023172299986], [-87.63682984769574, 41.77307379728307], [-87.63682250524448, 41.77310523015342], [-87.6368205786595, 41.773164687059314], [-87.63682131251882, 41.77321214032687], [-87.63682170854068, 41.773228564340606], [-87.63682364275104, 41.77330847915587], [-87.63682863983172, 41.773510955634684], [-87.63683233315425, 41.773660624566055], [-87.63683389261726, 41.773716480464564], [-87.63683876558137, 41.773892968272605], [-87.63684163422779, 41.773997131755095], [-87.63684875024573, 41.77425423310489], [-87.63685264836934, 41.7743939831259]]]}",610290,MAYS,23,23,5612.30985077,
"{'type': 'MultiLineString', 'coordinates': [[[-87.72421669397833, 41.91719588562124], [-87.72393787819044, 41.91719802559551], [-87.72390558903702, 41.91719827378443], [-87.72366103706045, 41.91720015016786], [-87.72288985799192, 41.91720752774455], [-87.72276474007188, 41.91720872441065], [-87.7218323341159, 41.91722014610256], [-87.72166617876054, 41.91722325951811]], [[-87.72166617876054, 41.91722325951811], [-87.7216644128307, 41.91709790167097], [-87.7216524579272, 41.91677201522132], [-87.72164977773723, 41.91669897735104], [-87.72163777205692, 41.916231865613355]], [[-87.72166617876054, 41.91722325951811], [-87.72148226512009, 41.91722670572871], [-87.7210879723094, 41.917231684293554], [-87.72060966541103, 41.91723906729075], [-87.72044145538561, 41.91723945885755]]]}",609780,MARINE LEADERSHIP AT AMES HS,67,67,1389.01721393,
"{'type': 'MultiLineString', 'coordinates': [[[-87.75741533907595, 41.872915554549934], [-87.75480598045128, 41.87294637638121]], [[-87.75480598045128, 41.87294637638121], [-87.75328121634134, 41.87296796807029], [-87.75331802858824, 41.8739640377851]], [[-87.75489376763348, 41.87575406051239], [-87.75485935831595, 41.87484754915885], [-87.75482794023259, 41.873945124076386], [-87.75480598045128, 41.87294637638121]]]}",610244,CLARK HS,78,78,2512.67816752,
"{'type': 'MultiLineString', 'coordinates': [[[-87.6547374574002, 41.78870650842802], [-87.65473624517324, 41.788631293707816], [-87.654729404285, 41.78844208959369], [-87.65472320957136, 41.78827146811828], [-87.654715222092, 41.78805182341331], [-87.6547104090743, 41.78792677616365], [-87.6547096543859, 41.78790719348193], [-87.65470725971636, 41.78784497379561], [-87.65470606875273, 41.78781405846656], [-87.65470133109372, 41.78760966335022], [-87.6546968745996, 41.7873716524224], [-87.654696329268, 41.78734282792825], [-87.65469390807117, 41.787214799309965], [-87.65468961058878, 41.78700346323216], [-87.65468442468472, 41.78688594973049], [-87.65468043607417, 41.78679555660064], [-87.65467617881421, 41.78655257955509], [-87.65467345081463, 41.786431289167275], [-87.65466943881711, 41.78625289064954], [-87.65466287756479, 41.78596066763156], [-87.65465702983535, 41.78570162691523], [-87.65465028995453, 41.78540193886593], [-87.65464433118416, 41.78513598183669], [-87.65464204782435, 41.78506823909537], [-87.65464149464009, 41.78506400145476], [-87.65447257549812, 41.78506723776605], [-87.65420804571106, 41.78506896778971], [-87.65403441727459, 41.785064647743965], [-87.65393126920686, 41.78507051403444], [-87.65368221713278, 41.785071758153094], [-87.6534267611317, 41.785080451188406], [-87.65329407147725, 41.78508496620074], [-87.65300342880622, 41.78508714210993], [-87.65282087666587, 41.785089771249176], [-87.65261455621149, 41.78509274185397], [-87.65232975969465, 41.785096872058105], [-87.65224709370652, 41.78509871301284], [-87.65221269934557, 41.78509941575449], [-87.65198157352573, 41.7851037543492], [-87.65160633612874, 41.78510904169444], [-87.6515183316751, 41.785110281420266], [-87.65113715690408, 41.78511619645684], [-87.65100065878528, 41.78511761329029], [-87.65077055920261, 41.78512000087152], [-87.65038873328723, 41.78512570967664], [-87.64999424044605, 41.78513160477109], [-87.64978924417312, 41.78513457907765], [-87.6495717025592, 41.78513773585189], [-87.64917278322265, 41.78514346312398], [-87.64886238718663, 41.78514791936502], [-87.64857220848505, 41.78515156250854], [-87.64841624160599, 41.78515352018379], [-87.64796110979427, 41.78515934296815], [-87.64774907394896, 41.78516205464997], [-87.64735590294538, 41.78516849418661], [-87.6471424656489, 41.78517198959338], [-87.64674892677452, 41.78517749388742], [-87.64633956519856, 41.78518321823833], [-87.64613686798029, 41.785186146653714], [-87.64587610033026, 41.78518991299552], [-87.64553339926992, 41.78519549224272], [-87.64492025779624, 41.78520512783689]], [[-87.64492025779624, 41.78520512783689], [-87.64491711691295, 41.78510796156734], [-87.64491582453616, 41.785039401661535], [-87.6449168568517, 41.78501037318579], [-87.64490871626687, 41.78468674565679], [-87.6449059837478, 41.78455826836161], [-87.64490349481741, 41.78444480505117], [-87.64489643217328, 41.78418246394985], [-87.64489066348274, 41.783968182568614], [-87.64488733366888, 41.783737888564154], [-87.64488342928001, 41.78360932319294], [-87.64487751204987, 41.78338565649264], [-87.6448714460455, 41.78315633375766], [-87.64486631394645, 41.78293686920308], [-87.64486100638281, 41.78270985770669], [-87.64485515077286, 41.7825374530985], [-87.64485340512803, 41.782485858551226], [-87.64484590238439, 41.78226401182759], [-87.64484706089263, 41.782157514775236]], [[-87.64492025779624, 41.78520512783689], [-87.64492747842631, 41.78542819993812], [-87.64493884247713, 41.78582599730289], [-87.64495239960053, 41.78629993551707], [-87.64496031127153, 41.786753174011345], [-87.64496859336289, 41.78702514889738], [-87.64497469223694, 41.787225470334874], [-87.64498103189705, 41.78748245615282], [-87.64498359276479, 41.787586287835566], [-87.64499399341103, 41.78799682380016], [-87.64499443324077, 41.788014187080016], [-87.64499486695182, 41.78803133513832], [-87.64501143716451, 41.788685431523334], [-87.64501640859595, 41.78884654289632]]]}",609793,NICHOLSON,24,24,6417.62206673,
"{'type': 'MultiLineString', 'coordinates': [[[-87.64239359754691, 41.73587389863327], [-87.64215518008369, 41.73587537199056], [-87.64204774621804, 41.735876316630446], [-87.6418650538787, 41.735877413343076], [-87.64154326837853, 41.735879757656484], [-87.64132800912608, 41.73588049176917], [-87.64117508320537, 41.73588113729646], [-87.64093683781482, 41.73588214187353], [-87.6405503116693, 41.73588453264108], [-87.64028517085457, 41.73588672064573], [-87.6399646195474, 41.73588852686351]], [[-87.6399646195474, 41.73588852686351], [-87.63996817212458, 41.73603074711949], [-87.63997130181045, 41.73615607131109], [-87.63997488535449, 41.73629954955416]], [[-87.6399646195474, 41.73588852686351], [-87.63967363568787, 41.73589016584859], [-87.63942762594253, 41.73589186412249], [-87.63906766452135, 41.735894079892006], [-87.63874654419591, 41.73589525262041]], [[-87.63997488535449, 41.73629954955416], [-87.63984069025399, 41.73630040627028], [-87.63941775050428, 41.73630207914422], [-87.63914646003006, 41.736303651146784], [-87.63896977549724, 41.73630475163836], [-87.63875787913453, 41.736306065782905]], [[-87.63874654419591, 41.73589525262041], [-87.63875045922686, 41.73603716447549], [-87.63875392834953, 41.73616289591155], [-87.63875787913453, 41.736306065782905]], [[-87.63997488535449, 41.73629954955416], [-87.64023846939085, 41.736297866084705], [-87.6407808362621, 41.73629427561421], [-87.64119100208376, 41.736291667232095], [-87.6413613815775, 41.73629058297724], [-87.64152575834602, 41.73628924083923], [-87.64184168412574, 41.73628683340288], [-87.64222003634895, 41.73628499327402], [-87.64240529127889, 41.736284134698124]], [[-87.63874654419591, 41.73589525262041], [-87.63873880186134, 41.73561466983614], [-87.63873362200776, 41.73541276724258], [-87.63873168107459, 41.73533709530655], [-87.63872457806654, 41.73505776336218], [-87.63871577848148, 41.7347489198511], [-87.63871129062386, 41.73459425085731], [-87.6387041105254, 41.734340603970125]], [[-87.63997488535449, 41.73629954955416], [-87.63997925533353, 41.73647451822791], [-87.63998800936254, 41.73678247172708], [-87.63999293383881, 41.73695551335406], [-87.64000437738079, 41.737357870780215], [-87.64001794069601, 41.7378521724955], [-87.64002375098728, 41.73806390711519], [-87.64003831102455, 41.738576989141954], [-87.64004217630992, 41.73868535128462], [-87.64004332172443, 41.7387174453146], [-87.64005736372071, 41.73875408475749], [-87.6401116909038, 41.738812948703625], [-87.64017349107269, 41.738878800400904], [-87.64039544429735, 41.739115327335185], [-87.64018411955006, 41.73923299057486], [-87.64011939132325, 41.73926890719323], [-87.64003781007027, 41.73933202827841], [-87.64002195121456, 41.739348507358784], [-87.6399442193533, 41.73943528071393], [-87.639943895543, 41.73943565691202], [-87.63989479332824, 41.7394929144502], [-87.63980669994946, 41.73959600816979], [-87.6396807536397, 41.73974346735498], [-87.63954790609257, 41.73989900959651], [-87.63924711593829, 41.73975992195512], [-87.63916449911004, 41.7397217165848], [-87.63908188330103, 41.739683537271645], [-87.63899138672332, 41.739648906323204], [-87.63897007596593, 41.73964138736705], [-87.63895886312321, 41.739637430940675], [-87.63890879120848, 41.73962582158256], [-87.63885106729178, 41.73961950420103], [-87.63883834905127, 41.73915480163164], [-87.63883318930989, 41.73896382158289], [-87.63882828323595, 41.73879682871689], [-87.63882327163954, 41.73862936701961], [-87.63881864204949, 41.738474203877146], [-87.6388145650451, 41.738342506617656], [-87.63881030267532, 41.738187180920576], [-87.63880182177405, 41.737859188794815], [-87.63879209509916, 41.73748304492776], [-87.6387763483007, 41.73694816581007], [-87.6387716617386, 41.73678904698316], [-87.6387691885589, 41.736704976865624], [-87.63876067246439, 41.73640727714849], [-87.63875787913453, 41.736306065782905]], [[-87.63874654419591, 41.73589525262041], [-87.63863172090157, 41.73589567130374], [-87.63842330752965, 41.73589682671932], [-87.63809559165055, 41.735898768065915], [-87.63774830677859, 41.73590089253653], [-87.63753192251137, 41.735901942258884]], [[-87.63875787913453, 41.736306065782905], [-87.63855979654795, 41.736307294696594], [-87.63822511608694, 41.7363091402749], [-87.63787775927094, 41.73631115485366], [-87.63770136829726, 41.736312228160436], [-87.63755388005093, 41.736313040442]]]}",610153,RYDER,25,25,6370.24894317,
"{'type': 'MultiLineString', 'coordinates': [[[-87.66924494760976, 41.78668799042146], [-87.66952580141826, 41.78668437803734], [-87.6699184247897, 41.78667855094053], [-87.67013175183067, 41.786675390733095], [-87.67045863931855, 41.78667156912288], [-87.67089052570957, 41.786667062782385], [-87.67112691579572, 41.78666398059315], [-87.67133866267866, 41.78666122139855], [-87.67167140583577, 41.786657204990846], [-87.67205981437999, 41.78665305337303], [-87.67260187632058, 41.786645249184126], [-87.67288860927547, 41.7866420630492], [-87.67328359319026, 41.786638739208286], [-87.67350868607832, 41.78663597166026], [-87.67375353626625, 41.78663046117952], [-87.67409987757642, 41.786627527808726], [-87.67409493024344, 41.78649254508731], [-87.67409021109083, 41.78631603295822], [-87.67408677758395, 41.78618793673476], [-87.67408517096862, 41.78612799262586], [-87.67407869119788, 41.78588719847576], [-87.67407193181923, 41.78563424610485], [-87.67406644944033, 41.78542855713497], [-87.67406006350069, 41.785181315143674], [-87.67405349547465, 41.78492496049333], [-87.67405047303814, 41.78480595028981], [-87.67404790419818, 41.78470478144212], [-87.67402669699021, 41.78389377647502], [-87.67400583757257, 41.783134696037074], [-87.67400093719449, 41.782982250188624], [-87.67399719073912, 41.78286570546636], [-87.67397830466447, 41.782163333464105], [-87.67397645554318, 41.78209455092157], [-87.67395261706383, 41.781268463908894], [-87.67395054917856, 41.781162801492016], [-87.67394878976586, 41.781072938501524], [-87.67393280634242, 41.7805144653471], [-87.67391196123702, 41.77978773165604], [-87.67390330638402, 41.77948600930372], [-87.67390512869852, 41.779315650627595], [-87.67364808311473, 41.77931878923919], [-87.67294519564797, 41.779330887170076], [-87.67269550562851, 41.77933354192406], [-87.67243925927518, 41.77933626556124], [-87.67167940226294, 41.77934780831537], [-87.6714942957022, 41.77935052177442], [-87.67127890486634, 41.77935367896157], [-87.67063946801662, 41.77936352638819], [-87.67051424195124, 41.7793654618213], [-87.67028436393649, 41.77936673014441], [-87.67010586196722, 41.77936771478458], [-87.66929681883073, 41.779381263627464], [-87.66907886129559, 41.77938321518305]]]}",609897,EARLE,27,27,5305.96220677,
