school_id,school_short_name,school_name,street_address,city,state,zip,website,managed_by_network,geographic_network,school_track,overall_rating,on_probation,years_on_probation,growth_overall_level,student_performance_level,over_time_explore_2010,over_time_plan_2011,over_time_act_2012,average_score_explore_2012,average_score_plan_2012,average_score_act_2012,_5_year_cohort_graduation_rate_2011_percent,_5_year_cohort_graduation_rate_2012_percent,one_year_dropout_rate_2011_percent,one_year_dropout_rate_2012_percent,freshman_on_track_to_graduate_2011_percent,freshman_on_track_to_graduate_2012_percent,college_eligibility_2011_percent,college_eligibility_2012_percent,college_enrollment_2011_percent,college_enrollment_2012_percent,college_retention_2009_percent,college_retention_2010_percent,overall_foundation,involved_families,supportive_environment,ambitious_instruction,effective_leaders,collaborative_teachers,safety,misconducts_resulting_in_suspensions_2011_percent,misconducts_resulting_in_suspensions_2012_percent,average_days_of_suspension_2011,average_days_of_suspension_2012,student_attendance_2011_percent,student_attendance_2012_percent,teacher_attendance_2011_percent,teacher_attendance_2012_percent,healthy_school_certified,x_coordinate,y_coordinate,longitude,latitude,location,growth_explore,growth_plan,growth_act,growth_all_grades,blue_ribbon_award,blue_ribbon_award_year
610340,Chgo Acad HS,Chicago Academy High School,3400 N Austin Ave,Chicago,IL,60634,http://www.chicagoacademy.org,AUSL Schools,North-Northwest Side High School Network,Standard,Level 1,No,0,Not Enough Data,Below Average,14.52,16.41,19.3,15.22,16.26,19.3,70.10,71,5.50,4,80.60,82.20,23.90,35.20,64.20,75.80,75.60,71,Organized,Neutral,Neutral,Strong,Neutral,Neutral,Strong,14.50,4.50,1.9,2.6,93.10,93.60,96.10,95.60,No,1135740.091,1922002.941,-87.77650575,41.94215439,"{'latitude': '-87.77650575', 'longitude': '41.94215439'}",,,,,,
400018,Austin Bus & Entrp HS,Austin Business and Entrepreneurship Academy HS,231 N Pine Ave,Chicago,IL,60644,http://www.austinbusinessacademy.net,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,4,Above Average,Far Below Average,12.06,13.04,14.1,11.95,13.27,14.1,65.60,54.40,13.80,6.90,,,12.20,,51.30,54.10,,47.70,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Neutral,73.20,28.30,3.6,2.5,76,73,,94.30,No,1139494.763,1901274.258,-87.76321191,41.88520477,"{'latitude': '-87.76321191', 'longitude': '41.88520477'}",70.20,69.60,54.40,64.00,,
610524,Alcott HS,Alcott High School for the Humanities,2957 N Hoyne Ave,Chicago,IL,60618,http://www.alcotths.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Above Average,Below Average,15.49,16.28,18,14.5,15.81,18,,,4.80,1.80,87.60,82.60,,,,,,,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Strong,40,31.30,2.1,2.6,92.70,92.20,96.90,,No,1161870.556,1919857.44,-87.68052441,41.93576106,"{'latitude': '-87.68052441', 'longitude': '41.93576106'}",54.00,61.20,68.30,61.10,,
609678,Jones HS,William Jones College Preparatory High School,606 S State St,Chicago,IL,60605,http://www.jonescollegeprep.org,South Side High School Network,South Side High School Network,Standard,Level 1,No,0,Above Average,Far Above Average,19.69,21.13,25.1,20.8,22.06,25.1,90.10,87.10,1.60,1.50,92.80,98,83.30,80.70,86.90,92.20,91,90.80,Organized,Strong,Strong,Strong,Weak,Weak,Very Strong,24.70,10.60,6,4.5,93.80,93.90,95.30,95.30,No,1176412.354,1897618.088,-87.62775497,41.87441898,"{'latitude': '-87.62775497', 'longitude': '41.87441898'}",,,61.90,61.70,Yes,2012
609692,Simeon HS,Neal F Simeon Career Academy High School,8147 S Vincennes Ave,Chicago,IL,60620,http://www.simeonca.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,9,Average,Below Average,14.47,14.83,16.9,14.13,15.26,16.9,75.20,73.50,5.30,4.60,68.50,66.70,14.80,11,74,77.20,72,70,Organized,Neutral,Neutral,Neutral,Strong,Neutral,Neutral,93,97.30,4.7,4,78.60,80.60,94.30,94.60,No,1174719.074,1850730.192,-87.63537,41.74579217,"{'latitude': '-87.63537', 'longitude': '41.74579217'}",47.70,56.20,73.00,58.70,,
609759,Clemente HS,Roberto Clemente Community Academy High School,1147 N Western Ave,Chicago,IL,60622,http://www.rccachicago.org/,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,17,Below Average,Far Below Average,12.59,13.38,15,13.46,14.24,15,49.50,52,7.50,1.30,58.90,92.60,12.50,13.50,41.50,43.10,64.70,51.40,Partially Organized,Neutral,Neutral,Neutral,Weak,Weak,Neutral,41.30,77.20,2.8,5,69.60,78.70,94.20,95.50,No,1160235.206,1907768.877,-87.68686934,41.90262318,"{'latitude': '-87.68686934', 'longitude': '41.90262318'}",46.60,44.20,,45.50,,
609735,Tilden HS,Edward Tilden Career Community Academy HS,4747 S Union Ave,Chicago,IL,60609,http://www.tildencca.org/,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 3,Yes,9,Far Below Average,Far Below Average,12.22,13.02,13.5,11.58,13.3,13.5,41.10,33.90,8,12.60,86.50,58.60,10.50,8.20,37,30.20,50,54.70,Not Yet Organized,Weak,Neutral,Weak,Weak,Weak,Weak,56.80,38.70,5.4,4.2,78.40,71.20,95.20,94.10,No,1172475.474,1873203.826,-87.64292985,41.80751207,"{'latitude': '-87.64292985', 'longitude': '41.80751207'}",23.30,51.20,37.10,38.30,,
609713,Hyde Park HS,Hyde Park Academy High School,6220 S Stony Island Ave,Chicago,IL,60637,http://www.hydeparkcps.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,9,Average,Below Average,13.02,14.04,16,12.69,14.19,16,51.10,53.30,9.40,13.90,63.70,60.50,11.10,12.90,57.60,65.10,69.50,70.90,Partially Organized,Not Enough Data,Weak,Neutral,Not Enough Data,Not Enough Data,Weak,92.50,92.90,3.3,3.2,70.50,67.70,94.20,94.20,No,1187898.897,1864121.427,-87.58665115,41.78223539,"{'latitude': '-87.58665115', 'longitude': '41.78223539'}",58.50,55.80,51.40,55.00,,
609729,Schurz HS,Carl Schurz High School,3601 N Milwaukee Ave,Chicago,IL,60641,http://www.schurzhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 3,Yes,9,Below Average,Far Below Average,13.42,14.25,15.5,13.93,14.58,15.5,62.10,64.60,5.30,4.80,61.60,66,9.70,15.50,40.40,40.70,65.70,62.10,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Neutral,83,87.10,2.1,1.7,81.20,82,96,95.20,No,1146851.198,1923627.843,-87.73562542,41.94640794,"{'latitude': '-87.73562542', 'longitude': '41.94640794'}",31.60,52.60,59.90,46.30,,
609715,Kelly HS,Thomas Kelly High School,4136 S California Ave,Chicago,IL,60632,http://www.kellyhs.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 3,Yes,1,Above Average,Below Average,13.41,14.58,16.8,13.63,15.4,16.8,67.40,73.90,0.90,5.50,65.60,63.50,22.10,23.50,46.40,54.90,78.50,71,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Weak,55.70,55.50,4.3,3.8,89.30,88.50,95.30,95,No,1158337.786,1877175.576,-87.69467483,41.81871101,"{'latitude': '-87.69467483', 'longitude': '41.81871101'}",56.80,66.60,62.70,62.30,,
609753,Chgo Agr HS,Chicago High School for Agricultural Sciences,3857 W 111th St,Chicago,IL,60655,http://www.chicagoagr.org,Far South Side High School Network,Far South Side High School Network,Track E,Level 1,No,0,Average,Average,16.25,17.59,20.2,16.41,17.6,20.2,70.70,71.90,5.30,2.10,88.10,83.20,30.70,49.50,79.60,76.10,89.40,84.10,Organized,Strong,Neutral,Neutral,Strong,Neutral,Very Strong,66.90,70.90,2.5,2.5,92.80,93.80,95.20,94.60,No,1152383.425,1830663.647,-87.71773863,41.69119388,"{'latitude': '-87.71773863', 'longitude': '41.69119388'}",50.40,58.90,,54.20,,
609698,Bogan HS,William J Bogan High School,3939 W 79th St,Chicago,IL,60652,http://www.boganhs.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 2,Yes,9,Average,Far Below Average,13.44,14.28,15.7,13.3,14.12,15.7,52.50,56,12.60,0.30,67.10,74.90,13.10,11.50,50,53.90,61.70,63,Not Yet Organized,Weak,Weak,Weak,Very Weak,Very Weak,Weak,61.30,24.20,4.5,4.6,75.20,80.30,94.30,93.80,No,1151315.548,1851847.859,-87.72109673,41.74934817,"{'latitude': '-87.72109673', 'longitude': '41.74934817'}",55.20,57.40,59.40,57.40,,
609709,Gage Park HS,Gage Park High School,5630 S Rockwell St,Chicago,IL,60629,http://www.gageparkhs.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 2,Yes,17,Average,Far Below Average,12.75,13.75,15,12.71,14.05,15,52.80,49.60,6.40,10.60,46,73.90,7.90,5.10,40.30,42,59.60,59.90,Not Yet Organized,Neutral,Weak,Neutral,Weak,Weak,Weak,52,67.70,2.9,2.9,72.50,75.10,94,93.10,No,1159962.875,1867094.347,-87.68899064,41.79101352,"{'latitude': '-87.68899064', 'longitude': '41.79101352'}",57.90,46.60,52.50,52.60,,
609739,Washington HS,George Washington High School,3535 E 114th St,Chicago,IL,60617,http://www.gwashingtonhs.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 2,No,0,Below Average,Below Average,13.69,14.16,16.2,13.69,14.73,16.2,71.60,71.30,0.80,5.10,78.60,82.40,14,18.70,50.90,34.60,70.20,61.60,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,86.30,97.80,2.4,2,80.20,80.50,95.10,95,No,1201607.873,1829942.879,-87.5375501,41.6881094,"{'latitude': '-87.5375501', 'longitude': '41.6881094'}",41.00,51.20,53.10,48.30,,
609760,Carver Military,George Washington Carver Military Academy HS,13100 S Doty Ave,Chicago,IL,60627,http://www.carvermilitary.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 1,No,0,Average,Below Average,14.5,14.98,16.9,15.09,15.38,16.9,78.70,85.30,0.20,0.40,79.50,86.30,21.20,16.50,60.50,49.10,65.80,75.50,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,66.10,89.70,5.1,4.9,91.60,91.40,96.40,96,No,1187202.39,1818214.083,-87.5906566,41.65627709,"{'latitude': '-87.5906566', 'longitude': '41.65627709'}",40.00,59.30,58.00,52.40,,
610391,Lindblom HS,Robert Lindblom Math & Science Academy HS,6130 S Wolcott Ave,Chicago,IL,60636,http://www.lindblomeagles.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 1,No,0,Average,Above Average,18.03,19.27,22.1,18.24,19.58,22.1,68.90,78.90,2.30,4.10,83.30,84.50,29.10,41.20,85.90,84.30,91.50,81,Well-organized,Strong,Strong,Very Strong,Strong,Strong,Strong,63.50,92.70,4.1,4.7,92.70,93.90,95.90,96.30,Pending,1164703.614,1863861.294,-87.67169858,41.7820428,"{'latitude': '-87.67169858', 'longitude': '41.7820428'}",52.50,51.10,59.10,53.60,,
609720,Lane HS,Albert G Lane Technical High School,2501 W Addison St,Chicago,IL,60618,http://www.lanetech.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Above Average,Above Average,19.2,20.16,23.9,19.49,21.09,23.9,92.20,90.90,1.30,1.20,90.70,95.10,67.90,71.10,79.80,80.60,88.50,87,Well-organized,Strong,Strong,Strong,Neutral,Neutral,Very Strong,73.70,44,5.7,4.8,96.30,96.40,96.20,96.30,Pending,1158975.392,1923791.705,-87.69105603,41.94661693,"{'latitude': '-87.69105603', 'longitude': '41.94661693'}",58.20,60.90,65.80,61.40,Yes,2012
610502,Marine Military HS,Marine Military Math and Science Academy,145 S Campbell Ave,Chicago,IL,60612,http://www.marinemilitary.org,West Side High School Network,West Side High School Network,Standard,Level 2,No,0,Average,Below Average,13.97,15.25,17.5,14.77,15.67,17.5,,78.20,4.80,0.80,86.30,89.90,37.70,34.20,,58.40,,,Partially Organized,Neutral,Neutral,Neutral,Neutral,Weak,Weak,13,37.30,3.3,2.2,91.30,91.50,95.30,95.20,No,1159815.389,1899102.492,-87.68865058,41.87885054,"{'latitude': '-87.68865058', 'longitude': '41.87885054'}",49.50,57.30,63.40,56.20,,
609768,Hope HS,Hope College Preparatory High School,5515 S Lowe Ave,Chicago,IL,60621,http://jhcp.cps.k12.il.us,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 3,Yes,5,Average,Far Below Average,12.3,13.51,14.9,12.49,14.33,14.9,55.20,57.70,6.10,8.50,63.60,68.50,16.70,12.40,58.20,62.10,59.20,65.40,Moderately Organized,Neutral,Weak,Neutral,Strong,Neutral,Weak,52.10,43.10,3.8,3.5,72.20,76.60,94.30,94.70,No,1172948.54,1868120.666,-87.64134488,41.79355292,"{'latitude': '-87.64134488', 'longitude': '41.79355292'}",63.40,54.70,54.40,57.30,,
610529,Ogden HS,Ogden International High School,1250 W Erie St,Chicago,IL,60622,http://www.ogdenschool.org,North-Northwest Side High School Network,West Side High School Network,Standard,Level 2,No,0,Average,Below Average,14.41,15.95,18.1,14.98,16.13,18.1,,,6.80,5.30,93.30,91.70,,,,,,,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Strong,39.40,50.80,2.4,2.5,94.20,92,,,No,1167748.1,1904529.595,-87.65936676,41.8935757,"{'latitude': '-87.65936676', 'longitude': '41.8935757'}",59.60,58.10,,59.00,,
400022,Chgo Arts Contr HS,Chicago High School for the Arts,521 E 35th St,Chicago,IL,60616,http://www.chiarts.org,Charter/Contract Schools,South Side High School Network,Nonstandard,Level 1,No,0,Far Above Average,Below Average,16.15,16.76,19.7,16.49,17.17,19.7,,,2.60,2.90,,,,,,,,,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,22.20,77.10,3.1,3.6,96.50,96.10,,,No,1180388.648,1881861.054,-87.61364086,41.83109008,"{'latitude': '-87.61364086', 'longitude': '41.83109008'}",,,67.10,66.70,,
610384,Infinity HS,Infinity Math Science and Technology High School,3120 S Kostner Ave,Chicago,IL,60623,http://www.lvlhs.org,West Side High School Network,West Side High School Network,Track E,Level 1,No,0,Far Above Average,Below Average,14.09,15.39,17.4,15.15,16.73,17.4,84.40,81.20,0.30,0.80,98.10,99.10,29,22.70,55.70,62.70,87,66.70,Well-organized,Strong,Strong,Strong,Very Strong,Strong,Strong,78.40,82.80,5.3,4.8,92.20,93.50,96,95.60,No,1147521.302,1883405.128,-87.73419465,41.83601953,"{'latitude': '-87.73419465', 'longitude': '41.83601953'}",84.30,78.60,52.90,73.00,,
609679,Prosser HS,Charles Allen Prosser Career Academy High School,2148 N Long Ave,Chicago,IL,60639,http://www.prosseracademy.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Average,Below Average,15.47,16.26,17.9,15.61,16.05,17.9,78.70,82.60,3.50,3.90,79.40,79.70,27.70,31.30,58,57,68.80,69.10,Organized,Neutral,Neutral,Strong,Neutral,Neutral,Neutral,74,46.40,4.9,3.1,86,85.30,94.40,94.90,No,1139989.443,1913970.649,-87.76108432,41.92003613,"{'latitude': '-87.76108432', 'longitude': '41.92003613'}",53.60,60.50,62.70,58.70,,
609764,Juarez HS,Benito Juarez Community Academy High School,2150 S Laflin St,Chicago,IL,60608,http://www.benitojuarez.net,West Side High School Network,West Side High School Network,Standard,Level 2,Yes,10,Average,Below Average,13.5,14.77,16.4,13.98,15.33,16.4,56.20,68.80,7.20,5.50,71.10,84,14.80,17.60,48.80,47.20,69.90,70.40,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,86.60,62.40,3.8,4.2,83.70,87.20,95.80,96,Pending,1166665.696,1889615.348,-87.66376931,41.85267306,"{'latitude': '-87.66376931', 'longitude': '41.85267306'}",61.40,53.30,,57.80,,
610506,Team HS,TEAM Englewood Community Academy High School,6201 S Stewart Ave,Chicago,IL,60621,http://www.teamenglewood.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 3,Yes,3,Average,Far Below Average,12.04,13.3,14.5,12.81,13.79,14.5,,73.90,3,1.70,77.40,83.90,7.90,3.60,,57.90,,,Organized,Neutral,Neutral,Neutral,Strong,Strong,Weak,48,87,2.7,2.6,87.30,85.60,96.50,96.10,No,1174730.35,1863740.125,-87.63494163,41.7814927,"{'latitude': '-87.63494163', 'longitude': '41.7814927'}",76.60,44.30,52.30,58.70,,
609719,Lake View HS,Lake View High School,4015 N Ashland Ave,Chicago,IL,60613,http://www.lakeviewhs.com,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Average,Below Average,15.34,16.94,18.6,15.89,16.95,18.6,81.40,83.20,1.40,1.80,87.30,92,36.60,39.30,62.80,66.10,73,68.30,Partially Organized,Neutral,Neutral,Neutral,Weak,Weak,Strong,80.30,77.30,3.1,2.3,87.70,88.70,96.20,96.20,Pending,1164975.217,1926813.581,-87.66891643,41.95478361,"{'latitude': '-87.66891643', 'longitude': '41.95478361'}",53.50,56.10,,54.90,,
609730,Senn HS,Nicholas Senn High School,5900 N Glenwood Ave,Chicago,IL,60660,http://www.sennhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,Yes,9,Above Average,Below Average,13.35,14.14,16.5,14.2,14.53,16.5,40.10,47.90,12.80,9.20,79.80,82.80,17.50,14.20,54.40,50.70,80.20,69.40,Organized,Neutral,Neutral,Strong,Strong,Neutral,Neutral,15.50,18,2.5,2.4,81.70,86.30,96.40,96.70,Pending,1165871.81,1939308.369,-87.66526222,41.98905063,"{'latitude': '-87.66526222', 'longitude': '41.98905063'}",62.70,69.60,56.00,63.50,,
610357,Spry HS,Spry Community Links High School,2400 S Marshall Blvd,Chicago,IL,60623,http://www.comlinkshs.org,West Side High School Network,West Side High School Network,Standard,Level 2,No,0,Below Average,Below Average,14.32,15.91,17.5,14.67,16.16,17.5,73.70,87.10,2.10,0.80,92.80,100,35,39.60,65.20,52.60,,68.80,Well-organized,Neutral,Strong,Very Strong,Strong,Neutral,Strong,46.90,24.50,2.5,3.5,95.60,94,95.70,96.60,No,1157044.911,1887895.675,-87.69912725,41.84815451,"{'latitude': '-87.69912725', 'longitude': '41.84815451'}",61.30,40.60,,50.80,,
609710,Harlan HS,John M Harlan Community Academy High School,9652 S Michigan Ave,Chicago,IL,60628,http://www.harlanfalcons.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 3,Yes,17,Average,Far Below Average,13.52,13.75,15.1,12.82,13.67,15.1,47.90,48.30,12.60,10.30,64.40,43.90,5.90,8.20,55.70,58,63.90,60.90,Not Yet Organized,Weak,Weak,Neutral,Weak,Weak,Weak,30.80,33,4.3,4.5,81.20,70.50,94.40,95.30,No,1178815.804,1840781.935,-87.62066069,41.71840075,"{'latitude': '-87.62066069', 'longitude': '41.71840075'}",55.20,54.10,53.70,54.20,,
609725,Morgan Park HS,Morgan Park High School,1744 W Pryor Ave,Chicago,IL,60643,http://www.morganparkcps.org,Far South Side High School Network,Far South Side High School Network,Track E,Level 3,Yes,1,Average,Below Average,14.63,15.89,18.1,14.62,16.08,18.1,80,80.40,1.90,3.80,73.30,63.40,33.60,24.70,78.50,77.10,79.10,73.50,Partially Organized,Neutral,Weak,Neutral,Weak,Neutral,Weak,38.10,46.10,4,4.5,84.20,83,94.60,95,No,1166609.57,1831085.382,-87.66564309,41.69206041,"{'latitude': '-87.66564309', 'longitude': '41.69206041'}",52.20,54.70,64.30,57.10,,
610304,Phoenix Military HS,Phoenix Military Academy High School,145 S Campbell Ave,Chicago,IL,60612,http://www.phoenixmilitary.org,West Side High School Network,West Side High School Network,Standard,Level 2,No,0,Above Average,Below Average,15.04,15.88,18.9,15.39,16.6,18.9,74.80,77.80,0.70,3.60,74.10,81.60,33.90,34.90,51.30,46.60,,54.30,Well-organized,Strong,Strong,Very Strong,Very Strong,Strong,Neutral,87.40,94.80,1.8,1.9,92.10,93.30,97.40,97.30,No,1159815.389,1899102.492,-87.68865058,41.87885054,"{'latitude': '-87.68865058', 'longitude': '41.87885054'}",56.50,72.70,52.20,61.90,,
609691,North-grand HS,North-Grand High School,4338 W Wabansia Ave,Chicago,IL,60639,http://www.northgrandhs.cps.k12.il.us,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,5,Average,Far Below Average,13.32,14.18,15.4,13.51,14.48,15.4,69.70,65.90,2.50,5.10,81.30,76.40,15.80,17.20,41.30,52.50,55.40,57.80,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Neutral,31.30,65.40,2.4,4,88.60,85.70,95.60,96.10,No,1147041.135,1910981.274,-87.73525151,41.91170094,"{'latitude': '-87.73525151', 'longitude': '41.91170094'}",50.00,61.10,58.90,56.50,,
609754,Chgo Military Acad HS,Chicago Military Academy High School,3519 S Giles Ave,Chicago,IL,60653,http://www.chicagomilitaryacademy.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,1,Far Above Average,Below Average,14.75,15.65,18,14.44,15.63,18,83.60,68.50,5.10,9.10,88.10,93.40,24.40,19.80,69.30,57.70,63.90,80.30,Partially Organized,Not Enough Data,Weak,Neutral,Not Enough Data,Not Enough Data,Neutral,39.80,22.20,2.6,2.2,90.30,89.70,95.60,96.20,No,1178881.169,1881647.166,-87.61917837,41.83053768,"{'latitude': '-87.61917837', 'longitude': '41.83053768'}",57.80,76.30,65.50,68.00,,
610390,Rickover HS,Hyman G Rickover Naval Academy High School,5900 N Glenwood Ave,Chicago,IL,60660,http://www.rickovernaval.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Average,Below Average,15.19,15.84,18.5,15.25,16.31,18.5,63,72.10,3.50,2.20,90.70,88.30,23.40,19.20,63.50,63.60,72.30,58.80,Organized,Strong,Strong,Neutral,Neutral,Neutral,Strong,11.30,11,3,1.9,92.90,93.30,95.90,95.90,Pending,1165871.81,1939308.369,-87.66526222,41.98905063,"{'latitude': '-87.66526222', 'longitude': '41.98905063'}",50.00,64.40,57.50,57.60,,
609695,Amundsen HS,Roald Amundsen High School,5110 N Damen Ave,Chicago,IL,60625,http://www.amundsenhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 3,Yes,3,Above Average,Below Average,13.84,14.73,16.8,14.22,14.96,16.8,64.60,65.10,6.90,6,72.20,73.80,16,22.50,49.10,54.40,69.60,64.80,Partially Organized,Neutral,Neutral,Neutral,Weak,Neutral,Neutral,69.50,89.10,4.5,4.4,81.10,82.40,95.90,95.60,No,1162034.157,1934187.196,-87.67952139,41.97507922,"{'latitude': '-87.67952139', 'longitude': '41.97507922'}",47.50,65.20,66.30,60.00,,
609734,Taft HS,William Howard Taft High School,6530 W Bryn Mawr Ave,Chicago,IL,60631,,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Average,Below Average,15.46,16.67,18.4,15.48,16.71,18.4,67.40,73.50,2,3.50,77.30,73.10,32.30,29.90,62.20,66.60,81,79,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,36.70,40.10,2.6,2.4,89.10,89.30,96.10,95.80,No,1131556.247,1936856.822,-87.7915383,41.98298852,"{'latitude': '-87.7915383', 'longitude': '41.98298852'}",48.00,63.40,65.70,58.80,,
610383,Greater Lawndale HS,Greater Lawndale High School For Social Justice,3120 S Kostner Ave,Chicago,IL,60623,http://sj.lvlhs.org,West Side High School Network,West Side High School Network,Track E,Level 2,No,0,Average,Below Average,13.91,14.67,16.2,14.45,15.54,16.2,67,70.90,3,2.50,87.40,83,14.90,26.20,57.40,47.10,71.40,72.70,Moderately Organized,Neutral,Neutral,Strong,Neutral,Weak,Neutral,68.70,59,3,3.9,87.50,88.90,95.10,94.40,No,1147521.302,1883405.128,-87.73419465,41.83601953,"{'latitude': '-87.73419465', 'longitude': '41.83601953'}",49.40,61.60,,56.00,,
400091,Chicago Tech Academy,Chicago Technology Academy High School,1301 W 14th St,Chicago,IL,60608,http://www.chicagotechacademy.org,Charter/Contract Schools,West Side High School Network,Nonstandard,Not Enough Data,No,0,Not Enough Data,Far Below Average,13.38,15.17,15,13,13.66,15,,,8.10,6.20,,,,,,,,,Not Yet Organized,Very Weak,Neutral,Neutral,Weak,Weak,Neutral,83,90.30,2.7,2,87.50,84.20,,,No,1167895.908,1893487.722,-87.65914247,41.86327277,"{'latitude': '-87.65914247', 'longitude': '41.86327277'}",,,,,,
609724,Mather HS,Stephen T Mather High School,5835 N Lincoln Ave,Chicago,IL,60659,http://www.matherhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Above Average,Below Average,14.96,15.59,16.7,14.23,15.53,16.7,56.20,60.90,9,6.70,59,63.10,24.60,20.30,57.40,64.20,80,69.40,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,66,91.50,3.1,2.8,87.60,88.70,96.50,96.40,Pending,1155766.152,1938701.409,-87.70244871,41.9875954,"{'latitude': '-87.70244871', 'longitude': '41.9875954'}",55.80,68.80,65.50,63.20,,
609726,Brooks HS,Gwendolyn Brooks College Preparatory Academy HS,250 E 111th St,Chicago,IL,60628,http://www.brookscollegeprep.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 1,No,0,Far Above Average,Average,18.1,18.79,21.8,19.05,19.23,21.8,88.10,88.20,1.80,0.90,90.30,92.60,51.10,58,87.90,85.80,87.20,82.90,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Strong,,8.60,,3.7,87.10,90.10,95.20,95.30,No,1180061.781,1831459.213,-87.61638144,41.69278956,"{'latitude': '-87.61638144', 'longitude': '41.69278956'}",65.70,67.80,69.40,67.70,,
609738,Lincoln Park HS,Lincoln Park High School,2001 N Orchard St,Chicago,IL,60614,http://www.lincolnparkhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Above Average,Above Average,17.89,19.05,22.3,18.06,19.36,22.3,77.90,73.10,1.50,3.50,74.40,76.50,53.60,54,75.50,81,80.30,83.50,Organized,Strong,Neutral,Strong,Weak,Neutral,Strong,51.70,38.60,2.5,3.3,84.60,86.30,96,95.60,No,1171322.336,1913569.392,-87.64597389,41.91830362,"{'latitude': '-87.64597389', 'longitude': '41.91830362'}",50.50,59.30,71.10,59.50,,
610297,School Of Leadrshp HS,High School of Leadership at South Shore,7627 S Constance Ave,Chicago,IL,60649,,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,7,Below Average,Far Below Average,11.65,13.07,13.9,,13.53,13.9,36.60,42.60,21.40,11.20,48.80,,12.20,6.10,68.80,55.30,57.70,42.10,Not Yet Organized,Weak,Weak,Neutral,Neutral,Weak,Weak,56.80,53.90,3.4,3.2,72,70.90,95.20,93.90,No,1189903.206,1854648.757,-87.57960727,41.75619362,"{'latitude': '-87.57960727', 'longitude': '41.75619362'}",,52.70,47.10,49.40,,
609705,Fenger HS,Christian Fenger Academy High School,11220 S Wallace St,Chicago,IL,60628,http://www.fengerhighschool.org,Far South Side High School Network,Far South Side High School Network,Track E,Level 3,Yes,17,Below Average,Far Below Average,12.36,13.23,14.1,12.38,14.02,14.1,34.80,45.10,19.70,16.50,68.20,71.90,11.30,8.60,36.70,49.30,42.90,49.40,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Neutral,27.80,21.60,4.3,4.4,74.40,77.90,95.40,95.10,Pending,1174272.711,1830372.91,-87.63760833,41.68993885,"{'latitude': '-87.63760833', 'longitude': '41.68993885'}",47.70,53.60,,50.40,,
